family,instance,customer_count,algorithm,run_id,objective_value
solomon-derived,C101-50,50,JOIH-ALNSLS,9,3534.13
solomon-derived,C101-50,50,JOIH-ALNSLS,10,3529.95
solomon-derived,C102-50,50,JOIH-ALNSLS,1,9997.95
solomon-derived,C102-50,50,JOIH-ALNSLS,2,10192.74
solomon-derived,C102-50,50,JOIH-ALNSLS,3,9966.37
solomon-derived,C102-50,50,JOIH-ALNSLS,4,10227.26
solomon-derived,C102-50,50,JOIH-ALNSLS,5,9897.8
solomon-derived,C102-50,50,JOIH-ALNSLS,6,10094.7
solomon-derived,C102-50,50,JOIH-ALNSLS,7,9480.73
solomon-derived,C102-50,50,JOIH-ALNSLS,8,10188.06
solomon-derived,C102-50,50,JOIH-ALNSLS,9,10318.46
solomon-derived,C102-50,50,JOIH-ALNSLS,10,9885.11
solomon-derived,R101-50,50,JOIH-ALNSLS,1,1154.45
solomon-derived,R101-50,50,JOIH-ALNSLS,2,1120.19
solomon-derived,R101-50,50,JOIH-ALNSLS,3,1161.77
solomon-derived,R101-50,50,JOIH-ALNSLS,4,1188.08
solomon-derived,R101-50,50,JOIH-ALNSLS,5,1168.82
solomon-derived,R101-50,50,JOIH-ALNSLS,6,1166.26
solomon-derived,R101-50,50,JOIH-ALNSLS,7,1188.09
solomon-derived,R101-50,50,JOIH-ALNSLS,8,1170.96
solomon-derived,R101-50,50,JOIH-ALNSLS,9,1130.8
solomon-derived,R101-50,50,JOIH-ALNSLS,10,1155.93
solomon-derived,R102-50,50,JOIH-ALNSLS,1,2729.16
solomon-derived,R102-50,50,JOIH-ALNSLS,2,2805.87
solomon-derived,R102-50,50,JOIH-ALNSLS,3,2676.39
solomon-derived,R102-50,50,JOIH-ALNSLS,4,2781.4
solomon-derived,R102-50,50,JOIH-ALNSLS,5,2879.38
solomon-derived,R102-50,50,JOIH-ALNSLS,6,2682.82
solomon-derived,R102-50,50,JOIH-ALNSLS,7,2933.69
solomon-derived,R102-50,50,JOIH-ALNSLS,8,2802.94
solomon-derived,R102-50,50,JOIH-ALNSLS,9,2782.55
solomon-derived,R102-50,50,JOIH-ALNSLS,10,2874.28
solomon-derived,RC101-50,50,JOIH-ALNSLS,1,1114.09
solomon-derived,RC101-50,50,JOIH-ALNSLS,2,1162.9
solomon-derived,RC101-50,50,JOIH-ALNSLS,3,1176.9
solomon-derived,RC101-50,50,JOIH-ALNSLS,4,1141.64
solomon-derived,RC101-50,50,JOIH-ALNSLS,5,1101.6
solomon-derived,RC101-50,50,JOIH-ALNSLS,6,1178.4
solomon-derived,RC101-50,50,JOIH-ALNSLS,7,1121.47
solomon-derived,RC101-50,50,JOIH-ALNSLS,8,1187
solomon-derived,RC101-50,50,JOIH-ALNSLS,9,1106.2
solomon-derived,RC101-50,50,JOIH-ALNSLS,10,1156.21
solomon-derived,RC102-50,50,JOIH-ALNSLS,1,2936.63
solomon-derived,RC102-50,50,JOIH-ALNSLS,2,2909.16
solomon-derived,RC102-50,50,JOIH-ALNSLS,3,2864.26
solomon-derived,RC102-50,50,JOIH-ALNSLS,4,2852.44
solomon-derived,RC102-50,50,JOIH-ALNSLS,5,2812.25
solomon-derived,RC102-50,50,JOIH-ALNSLS,6,2769.8
solomon-derived,RC102-50,50,JOIH-ALNSLS,7,2892.97
solomon-derived,RC102-50,50,JOIH-ALNSLS,8,2817.28
solomon-derived,RC102-50,50,JOIH-ALNSLS,9,2949.92
solomon-derived,RC102-50,50,JOIH-ALNSLS,10,2762.43
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,1,1619.18
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,2,1700.56
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,3,1699.59
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,4,1701.07
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,5,1686.32
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,6,1736.59
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,7,1678.13
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,8,1635.05
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,9,1653.77
solomon-derived,C101-20,20,JOIH-ALNSLS-noJoint,10,1715.4
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,1,4281.57
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,2,4203.58
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,3,4178.84
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,4,4141.45
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,5,4181.24
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,6,4203.58
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,7,4178.84
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,8,4178.08
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,9,4156.59
solomon-derived,C102-20,20,JOIH-ALNSLS-noJoint,10,4266.7
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,1,572.91
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,2,561.74
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,3,605.65
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,4,601.11
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,5,580.08
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,6,588.81
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,7,574.88
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,8,601.11
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,9,608.65
solomon-derived,R101-20,20,JOIH-ALNSLS-noJoint,10,592.94
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,1,1147.25
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,2,1160.46
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,3,1186.48
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,4,1154.85
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,5,1150.04
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,6,1126.86
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,7,1202.65
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,8,1163.15
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,9,1147.47
solomon-derived,R102-20,20,JOIH-ALNSLS-noJoint,10,1168.95
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,1,527.21
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,2,507.6
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,3,527.23
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,4,513.02
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,5,505.91
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,6,496.42
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,7,509.55
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,8,478.31
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,9,507.69
solomon-derived,RC101-20,20,JOIH-ALNSLS-noJoint,10,535.86
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,1,971.59
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,2,971.95
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,3,963.59
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,4,895.69
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,5,903.44
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,6,986.97
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,7,971.12
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,8,968.86
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,9,972.68
solomon-derived,RC102-20,20,JOIH-ALNSLS-noJoint,10,981.41
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,1,3569.69
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,2,3517.89
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,3,3680.1
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,4,3658.84
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,5,3758.14
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,6,3764.83
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,7,3798.61
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,8,3787.24
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,9,3807.9
solomon-derived,C101-50,50,JOIH-ALNSLS-noJoint,10,3878.73
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,1,10798.64
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,2,10652.42
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,3,11077.45
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,4,11175.48
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,5,10910.52
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,6,10495.9
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,7,10770.57
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,8,10803.51
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,9,11054.2
solomon-derived,C102-50,50,JOIH-ALNSLS-noJoint,10,10605.8
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,1,1203.88
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,2,1193.44
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,3,1167.44
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,4,1189.49
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,5,1211.3
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,6,1189.17
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,7,1184.19
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,8,1187.24
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,9,1178.31
solomon-derived,R101-50,50,JOIH-ALNSLS-noJoint,10,1200.1
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,1,2924.18
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,2,3062.34
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,3,2933.05
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,4,2947.47
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,5,3162.56
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,6,3021.22
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,7,2922.42
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,8,2976.42
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,9,3003.34
solomon-derived,R102-50,50,JOIH-ALNSLS-noJoint,10,3092.83
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,1,1214.1
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,2,1213.46
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,3,1191
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,4,1185.37
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,5,1128.75
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,6,1237.4
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,7,1153.54
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,8,1180.59
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,9,1216.13
solomon-derived,RC101-50,50,JOIH-ALNSLS-noJoint,10,1192.14
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,1,2980.54
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,2,2847.05
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,3,3127.38
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,4,3123.95
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,5,3072.23
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,6,3128.89
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,7,3079.52
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,8,3058.92
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,9,2959.06
solomon-derived,RC102-50,50,JOIH-ALNSLS-noJoint,10,3064.6
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,1,1564.3
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,2,1636.19
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,3,1580.78
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,4,1629.84
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,5,1580.78
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,6,1629.84
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,7,1575.21
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,8,1636.19
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,9,1700.56
solomon-derived,C101-20,20,JOIH-ALNSLS-noDFS,10,1629.84
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,1,3667.7
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,2,3582.21
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,3,4041.82
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,4,3648.27
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,5,4178.08
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,6,3665.41
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,7,4178.08
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,8,4165.77
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,9,4141.45
solomon-derived,C102-20,20,JOIH-ALNSLS-noDFS,10,4141.45
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,1,583.4
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,2,592.11
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,3,564.56
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,4,579.82
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,5,601.1
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,6,580.45
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,7,571.14
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,8,582.29
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,9,587.34
solomon-derived,R101-20,20,JOIH-ALNSLS-noDFS,10,601.1
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,1,1143.09
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,2,1105.1
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,3,1128.49
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,4,1147.16
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,5,1093.32
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,6,1090.39
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,7,1134.86
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,8,1128.14
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,9,1165.5
solomon-derived,R102-20,20,JOIH-ALNSLS-noDFS,10,1158.9
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,1,515.83
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,2,530.59
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,3,504.29
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,4,509.3
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,5,530.59
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,6,537.06
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,7,533.67
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,8,533.74
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,9,537.06
solomon-derived,RC101-20,20,JOIH-ALNSLS-noDFS,10,537.06
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,1,923.74
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,2,901.82
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,3,962.7
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,4,907.96
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,5,960.75
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,6,946.78
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,7,915.29
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,8,874.08
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,9,874.08
solomon-derived,RC102-20,20,JOIH-ALNSLS-noDFS,10,965.64
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,1,3426.52
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,2,3584.46
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,3,3478.39
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,4,3487
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,5,3407.68
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,6,3383.76
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,7,3417.47
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,8,3493.44
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,9,3393.45
solomon-derived,C101-50,50,JOIH-ALNSLS-noDFS,10,3385.03
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,1,10401.36
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,2,10174.17
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,3,10202.05
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,4,10020.29
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,5,10010.33
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,6,10222.7
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,7,10034.85
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,8,9513.42
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,9,10256.42
solomon-derived,C102-50,50,JOIH-ALNSLS-noDFS,10,10189.52
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,1,1091.27
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,2,1153.3
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,3,1162.67
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,4,1165.69
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,5,1148.81
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,6,1164.08
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,7,1200.27
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,8,1182.43
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,9,1129.08
solomon-derived,R101-50,50,JOIH-ALNSLS-noDFS,10,1144.51
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,1,2903.05
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,2,2950.85
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,3,2794.35
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,4,2809.35
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,5,2788.69
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,6,2782.17
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,7,2828.4
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,8,2994.48
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,9,3021.36
solomon-derived,R102-50,50,JOIH-ALNSLS-noDFS,10,2831.63
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,1,1162.25
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,2,1168.63
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,3,1167.87
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,4,1183.82
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,5,1163.27
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,6,1152.92
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,7,1201.46
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,8,1203.92
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,9,1168.69
solomon-derived,RC101-50,50,JOIH-ALNSLS-noDFS,10,1188.6
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,1,2939.92
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,2,2879.12
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,3,2808.01
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,4,2971.19
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,5,2893.74
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,6,2892.1
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,7,2802.48
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,8,2840.62
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,9,3005.68
solomon-derived,RC102-50,50,JOIH-ALNSLS-noDFS,10,2778.64
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,1,1634.95
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,2,1624.46
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,3,1634.95
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,4,1551.34
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,5,1582.22
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,6,1595.65
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,7,1595.65
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,8,1634.95
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,9,1600.94
solomon-derived,C101-20,20,JOIH-ALNSLS-noPrune,10,1579.06
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,1,3839.44
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,2,4178.08
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,3,3972.24
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,4,4033.83
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,5,4141.45
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,6,4178.08
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,7,3776.23
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,8,4033.83
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,9,3861.74
solomon-derived,C102-20,20,JOIH-ALNSLS-noPrune,10,4091.1
solomon-derived,R101-20,20,JOIH-ALNSLS-noPrune,1,608.63
solomon-derived,R101-20,20,JOIH-ALNSLS-noPrune,2,558.88
