family,instance,customer_count,algorithm,run_id,objective_value
random,R7,40,JOIH-ALNSLS-noJoint,1,3707.27
random,R7,40,JOIH-ALNSLS-noJoint,2,3691.48
random,R7,40,JOIH-ALNSLS-noJoint,3,3695.91
random,R7,40,JOIH-ALNSLS-noJoint,4,3618.61
random,R7,40,JOIH-ALNSLS-noJoint,5,3505.51
random,R7,40,JOIH-ALNSLS-noJoint,6,3633.95
random,R7,40,JOIH-ALNSLS-noJoint,7,3550.2
random,R7,40,JOIH-ALNSLS-noJoint,8,3499.42
random,R7,40,JOIH-ALNSLS-noJoint,9,3637.8
random,R7,40,JOIH-ALNSLS-noJoint,10,3636.18
random,R8,40,JOIH-ALNSLS-noJoint,1,3415.76
random,R8,40,JOIH-ALNSLS-noJoint,2,3333.22
random,R8,40,JOIH-ALNSLS-noJoint,3,3337.16
random,R8,40,JOIH-ALNSLS-noJoint,4,3412.88
random,R8,40,JOIH-ALNSLS-noJoint,5,3346.67
random,R8,40,JOIH-ALNSLS-noJoint,6,3353.42
random,R8,40,JOIH-ALNSLS-noJoint,7,3324.14
random,R8,40,JOIH-ALNSLS-noJoint,8,3378.25
random,R8,40,JOIH-ALNSLS-noJoint,9,3252.33
random,R8,40,JOIH-ALNSLS-noJoint,10,3361.56
random,R9,40,JOIH-ALNSLS-noJoint,1,3241.83
random,R9,40,JOIH-ALNSLS-noJoint,2,3258.42
random,R9,40,JOIH-ALNSLS-noJoint,3,3244.01
random,R9,40,JOIH-ALNSLS-noJoint,4,3355.75
random,R9,40,JOIH-ALNSLS-noJoint,5,3425.79
random,R9,40,JOIH-ALNSLS-noJoint,6,3469.18
random,R9,40,JOIH-ALNSLS-noJoint,7,3468.76
random,R9,40,JOIH-ALNSLS-noJoint,8,3346.29
random,R9,40,JOIH-ALNSLS-noJoint,9,3521.94
random,R9,40,JOIH-ALNSLS-noJoint,10,3419.79
random,R10,50,JOIH-ALNSLS-noJoint,1,3413.53
random,R10,50,JOIH-ALNSLS-noJoint,2,3343.82
random,R10,50,JOIH-ALNSLS-noJoint,3,3418.65
random,R10,50,JOIH-ALNSLS-noJoint,4,3384.02
random,R10,50,JOIH-ALNSLS-noJoint,5,3389.38
random,R10,50,JOIH-ALNSLS-noJoint,6,3443.83
random,R10,50,JOIH-ALNSLS-noJoint,7,3379.93
random,R10,50,JOIH-ALNSLS-noJoint,8,3397.94
random,R10,50,JOIH-ALNSLS-noJoint,9,3487.88
random,R10,50,JOIH-ALNSLS-noJoint,10,3321.25
random,R11,50,JOIH-ALNSLS-noJoint,1,4253.18
random,R11,50,JOIH-ALNSLS-noJoint,2,4289.23
random,R11,50,JOIH-ALNSLS-noJoint,3,4282.26
random,R11,50,JOIH-ALNSLS-noJoint,4,4483.55
random,R11,50,JOIH-ALNSLS-noJoint,5,4107.46
random,R11,50,JOIH-ALNSLS-noJoint,6,4236.99
random,R11,50,JOIH-ALNSLS-noJoint,7,4079.02
random,R11,50,JOIH-ALNSLS-noJoint,8,4054.49
random,R11,50,JOIH-ALNSLS-noJoint,9,4234.71
random,R11,50,JOIH-ALNSLS-noJoint,10,4231.35
random,R12,50,JOIH-ALNSLS-noJoint,1,4524.93
random,R12,50,JOIH-ALNSLS-noJoint,2,4118.41
random,R12,50,JOIH-ALNSLS-noJoint,3,4264.96
random,R12,50,JOIH-ALNSLS-noJoint,4,4162.47
random,R12,50,JOIH-ALNSLS-noJoint,5,4357.27
random,R12,50,JOIH-ALNSLS-noJoint,6,4438.9
random,R12,50,JOIH-ALNSLS-noJoint,7,4417.26
random,R12,50,JOIH-ALNSLS-noJoint,8,4394.46
random,R12,50,JOIH-ALNSLS-noJoint,9,4371.56
random,R12,50,JOIH-ALNSLS-noJoint,10,4384.82
random,R1,20,JOIH-ALNSLS-noDFS,1,1768.4
random,R1,20,JOIH-ALNSLS-noDFS,2,1788.58
random,R1,20,JOIH-ALNSLS-noDFS,3,1788.58
random,R1,20,JOIH-ALNSLS-noDFS,4,1788.58
random,R1,20,JOIH-ALNSLS-noDFS,5,1783.42
random,R1,20,JOIH-ALNSLS-noDFS,6,1768.4
random,R1,20,JOIH-ALNSLS-noDFS,7,1744.04
random,R1,20,JOIH-ALNSLS-noDFS,8,1767.05
random,R1,20,JOIH-ALNSLS-noDFS,9,1767.05
random,R1,20,JOIH-ALNSLS-noDFS,10,1773.89
random,R2,20,JOIH-ALNSLS-noDFS,1,2384.25
random,R2,20,JOIH-ALNSLS-noDFS,2,2375.4
random,R2,20,JOIH-ALNSLS-noDFS,3,2403.48
random,R2,20,JOIH-ALNSLS-noDFS,4,2403.48
random,R2,20,JOIH-ALNSLS-noDFS,5,2403.48
random,R2,20,JOIH-ALNSLS-noDFS,6,2403.48
random,R2,20,JOIH-ALNSLS-noDFS,7,2403.48
random,R2,20,JOIH-ALNSLS-noDFS,8,2375.4
random,R2,20,JOIH-ALNSLS-noDFS,9,2375.4
random,R2,20,JOIH-ALNSLS-noDFS,10,2343.28
random,R3,20,JOIH-ALNSLS-noDFS,1,1817.24
random,R3,20,JOIH-ALNSLS-noDFS,2,1817.24
random,R3,20,JOIH-ALNSLS-noDFS,3,1817.24
random,R3,20,JOIH-ALNSLS-noDFS,4,1817.24
random,R3,20,JOIH-ALNSLS-noDFS,5,1856.31
random,R3,20,JOIH-ALNSLS-noDFS,6,1817.24
random,R3,20,JOIH-ALNSLS-noDFS,7,1817.24
random,R3,20,JOIH-ALNSLS-noDFS,8,1817.24
random,R3,20,JOIH-ALNSLS-noDFS,9,1817.24
random,R3,20,JOIH-ALNSLS-noDFS,10,1844.43
random,R4,30,JOIH-ALNSLS-noDFS,1,2591.74
random,R4,30,JOIH-ALNSLS-noDFS,2,2646
random,R4,30,JOIH-ALNSLS-noDFS,3,2588.36
random,R4,30,JOIH-ALNSLS-noDFS,4,2597.63
random,R4,30,JOIH-ALNSLS-noDFS,5,2557.63
random,R4,30,JOIH-ALNSLS-noDFS,6,2580.35
random,R4,30,JOIH-ALNSLS-noDFS,7,2613.51
random,R4,30,JOIH-ALNSLS-noDFS,8,2614.47
random,R4,30,JOIH-ALNSLS-noDFS,9,2580.35
random,R4,30,JOIH-ALNSLS-noDFS,10,2615.35
random,R5,30,JOIH-ALNSLS-noDFS,1,4037.29
random,R5,30,JOIH-ALNSLS-noDFS,2,4046.79
random,R5,30,JOIH-ALNSLS-noDFS,3,3999.31
random,R5,30,JOIH-ALNSLS-noDFS,4,3999.31
random,R5,30,JOIH-ALNSLS-noDFS,5,3988.43
random,R5,30,JOIH-ALNSLS-noDFS,6,4012.8
random,R5,30,JOIH-ALNSLS-noDFS,7,3961.7
random,R5,30,JOIH-ALNSLS-noDFS,8,4037.29
random,R5,30,JOIH-ALNSLS-noDFS,9,4048.59
random,R5,30,JOIH-ALNSLS-noDFS,10,4089.3
random,R6,30,JOIH-ALNSLS-noDFS,1,3322.16
random,R6,30,JOIH-ALNSLS-noDFS,2,3315.58
random,R6,30,JOIH-ALNSLS-noDFS,3,3315.58
random,R6,30,JOIH-ALNSLS-noDFS,4,3322.16
random,R6,30,JOIH-ALNSLS-noDFS,5,3293.32
random,R6,30,JOIH-ALNSLS-noDFS,6,3315.93
random,R6,30,JOIH-ALNSLS-noDFS,7,3288.97
random,R6,30,JOIH-ALNSLS-noDFS,8,3293.32
random,R6,30,JOIH-ALNSLS-noDFS,9,3293.32
random,R6,30,JOIH-ALNSLS-noDFS,10,3293.32
random,R7,40,JOIH-ALNSLS-noDFS,1,3551.38
random,R7,40,JOIH-ALNSLS-noDFS,2,3577.08
random,R7,40,JOIH-ALNSLS-noDFS,3,3531.12
random,R7,40,JOIH-ALNSLS-noDFS,4,3531.12
random,R7,40,JOIH-ALNSLS-noDFS,5,3531.12
random,R7,40,JOIH-ALNSLS-noDFS,6,3550.64
random,R7,40,JOIH-ALNSLS-noDFS,7,3576.14
random,R7,40,JOIH-ALNSLS-noDFS,8,3518.33
random,R7,40,JOIH-ALNSLS-noDFS,9,3550.41
random,R7,40,JOIH-ALNSLS-noDFS,10,3576.17
random,R8,40,JOIH-ALNSLS-noDFS,1,3400.15
random,R8,40,JOIH-ALNSLS-noDFS,2,3362.29
random,R8,40,JOIH-ALNSLS-noDFS,3,3334.06
random,R8,40,JOIH-ALNSLS-noDFS,4,3400.26
random,R8,40,JOIH-ALNSLS-noDFS,5,3337.65
random,R8,40,JOIH-ALNSLS-noDFS,6,3374.82
random,R8,40,JOIH-ALNSLS-noDFS,7,3405.56
random,R8,40,JOIH-ALNSLS-noDFS,8,3362.29
random,R8,40,JOIH-ALNSLS-noDFS,9,3379.93
random,R8,40,JOIH-ALNSLS-noDFS,10,3456.21
random,R9,40,JOIH-ALNSLS-noDFS,1,3443.41
random,R9,40,JOIH-ALNSLS-noDFS,2,3346.12
random,R9,40,JOIH-ALNSLS-noDFS,3,3414.76
random,R9,40,JOIH-ALNSLS-noDFS,4,3403.4
random,R9,40,JOIH-ALNSLS-noDFS,5,3397.21
random,R9,40,JOIH-ALNSLS-noDFS,6,3430.92
random,R9,40,JOIH-ALNSLS-noDFS,7,3335.43
random,R9,40,JOIH-ALNSLS-noDFS,8,3422
random,R9,40,JOIH-ALNSLS-noDFS,9,3384.67
random,R9,40,JOIH-ALNSLS-noDFS,10,3304.35
random,R10,50,JOIH-ALNSLS-noDFS,1,3266.34
random,R10,50,JOIH-ALNSLS-noDFS,2,3333.6
random,R10,50,JOIH-ALNSLS-noDFS,3,3268.24
random,R10,50,JOIH-ALNSLS-noDFS,4,3226.42
random,R10,50,JOIH-ALNSLS-noDFS,5,3279.35
random,R10,50,JOIH-ALNSLS-noDFS,6,3312.26
random,R10,50,JOIH-ALNSLS-noDFS,7,3271.44
random,R10,50,JOIH-ALNSLS-noDFS,8,3345.06
random,R10,50,JOIH-ALNSLS-noDFS,9,3249.46
random,R10,50,JOIH-ALNSLS-noDFS,10,3295.28
random,R11,50,JOIH-ALNSLS-noDFS,1,3891.49
random,R11,50,JOIH-ALNSLS-noDFS,2,3983.07
random,R11,50,JOIH-ALNSLS-noDFS,3,3944.24
random,R11,50,JOIH-ALNSLS-noDFS,4,4011.74
random,R11,50,JOIH-ALNSLS-noDFS,5,4029.93
random,R11,50,JOIH-ALNSLS-noDFS,6,3945.27
random,R11,50,JOIH-ALNSLS-noDFS,7,4021.37
random,R11,50,JOIH-ALNSLS-noDFS,8,3904.55
random,R11,50,JOIH-ALNSLS-noDFS,9,4000.64
random,R11,50,JOIH-ALNSLS-noDFS,10,4038.85
random,R12,50,JOIH-ALNSLS-noDFS,1,4266.1
random,R12,50,JOIH-ALNSLS-noDFS,2,4294.77
random,R12,50,JOIH-ALNSLS-noDFS,3,4303.71
random,R12,50,JOIH-ALNSLS-noDFS,4,4218.8
random,R12,50,JOIH-ALNSLS-noDFS,5,4308.79
random,R12,50,JOIH-ALNSLS-noDFS,6,4234.67
random,R12,50,JOIH-ALNSLS-noDFS,7,4409.09
random,R12,50,JOIH-ALNSLS-noDFS,8,4220.33
random,R12,50,JOIH-ALNSLS-noDFS,9,4406.94
random,R12,50,JOIH-ALNSLS-noDFS,10,4172.92
random,R1,20,JOIH-ALNSLS-noPrune,1,1780.25
random,R1,20,JOIH-ALNSLS-noPrune,2,1744.04
random,R1,20,JOIH-ALNSLS-noPrune,3,1744.04
random,R1,20,JOIH-ALNSLS-noPrune,4,1744.04
random,R1,20,JOIH-ALNSLS-noPrune,5,1744.04
random,R1,20,JOIH-ALNSLS-noPrune,6,1744.04
random,R1,20,JOIH-ALNSLS-noPrune,7,1757.37
random,R1,20,JOIH-ALNSLS-noPrune,8,1744.04
random,R1,20,JOIH-ALNSLS-noPrune,9,1757.37
random,R1,20,JOIH-ALNSLS-noPrune,10,1757.37
random,R2,20,JOIH-ALNSLS-noPrune,1,2306.25
random,R2,20,JOIH-ALNSLS-noPrune,2,2287.03
random,R2,20,JOIH-ALNSLS-noPrune,3,2306.25
random,R2,20,JOIH-ALNSLS-noPrune,4,2268.35
random,R2,20,JOIH-ALNSLS-noPrune,5,2300.47
random,R2,20,JOIH-ALNSLS-noPrune,6,2268.35
random,R2,20,JOIH-ALNSLS-noPrune,7,2268.35
random,R2,20,JOIH-ALNSLS-noPrune,8,2268.35
random,R2,20,JOIH-ALNSLS-noPrune,9,2292.91
random,R2,20,JOIH-ALNSLS-noPrune,10,2306.25
random,R3,20,JOIH-ALNSLS-noPrune,1,1789.89
random,R3,20,JOIH-ALNSLS-noPrune,2,1789.89
random,R3,20,JOIH-ALNSLS-noPrune,3,1789.89
random,R3,20,JOIH-ALNSLS-noPrune,4,1789.89
random,R3,20,JOIH-ALNSLS-noPrune,5,1789.89
random,R3,20,JOIH-ALNSLS-noPrune,6,1789.89
random,R3,20,JOIH-ALNSLS-noPrune,7,1789.89
random,R3,20,JOIH-ALNSLS-noPrune,8,1789.89
random,R3,20,JOIH-ALNSLS-noPrune,9,1789.89
random,R3,20,JOIH-ALNSLS-noPrune,10,1789.89
random,R4,30,JOIH-ALNSLS-noPrune,1,2532.2
random,R4,30,JOIH-ALNSLS-noPrune,2,2499.16
random,R4,30,JOIH-ALNSLS-noPrune,3,2514.64
random,R4,30,JOIH-ALNSLS-noPrune,4,2559.35
random,R4,30,JOIH-ALNSLS-noPrune,5,2497.51
random,R4,30,JOIH-ALNSLS-noPrune,6,2499.16
random,R4,30,JOIH-ALNSLS-noPrune,7,2522.19
random,R4,30,JOIH-ALNSLS-noPrune,8,2499.16
random,R4,30,JOIH-ALNSLS-noPrune,9,2500.83
random,R4,30,JOIH-ALNSLS-noPrune,10,2524.06
random,R5,30,JOIH-ALNSLS-noPrune,1,3948.82
random,R5,30,JOIH-ALNSLS-noPrune,2,3963.98
random,R5,30,JOIH-ALNSLS-noPrune,3,3915.07
random,R5,30,JOIH-ALNSLS-noPrune,4,3947.3
random,R5,30,JOIH-ALNSLS-noPrune,5,3894.32
random,R5,30,JOIH-ALNSLS-noPrune,6,3970.43
random,R5,30,JOIH-ALNSLS-noPrune,7,3980.25
random,R5,30,JOIH-ALNSLS-noPrune,8,3967.35
random,R5,30,JOIH-ALNSLS-noPrune,9,3969
random,R5,30,JOIH-ALNSLS-noPrune,10,3894.32
random,R6,30,JOIH-ALNSLS-noPrune,1,3269.09
random,R6,30,JOIH-ALNSLS-noPrune,2,3253.71
random,R6,30,JOIH-ALNSLS-noPrune,3,3246.33
random,R6,30,JOIH-ALNSLS-noPrune,4,3246.33
random,R6,30,JOIH-ALNSLS-noPrune,5,3246.33
random,R6,30,JOIH-ALNSLS-noPrune,6,3246.33
random,R6,30,JOIH-ALNSLS-noPrune,7,3246.33
random,R6,30,JOIH-ALNSLS-noPrune,8,3246.33
random,R6,30,JOIH-ALNSLS-noPrune,9,3269.09
random,R6,30,JOIH-ALNSLS-noPrune,10,3246.33
random,R7,40,JOIH-ALNSLS-noPrune,1,3480.61
random,R7,40,JOIH-ALNSLS-noPrune,2,3480.3
random,R7,40,JOIH-ALNSLS-noPrune,3,3480.61
random,R7,40,JOIH-ALNSLS-noPrune,4,3497.1
random,R7,40,JOIH-ALNSLS-noPrune,5,3497.1
random,R7,40,JOIH-ALNSLS-noPrune,6,3479.45
random,R7,40,JOIH-ALNSLS-noPrune,7,3474.08
random,R7,40,JOIH-ALNSLS-noPrune,8,3532.16
random,R7,40,JOIH-ALNSLS-noPrune,9,3484.68
random,R7,40,JOIH-ALNSLS-noPrune,10,3479.35
random,R8,40,JOIH-ALNSLS-noPrune,1,3271.92
random,R8,40,JOIH-ALNSLS-noPrune,2,3242
random,R8,40,JOIH-ALNSLS-noPrune,3,3213.48
random,R8,40,JOIH-ALNSLS-noPrune,4,3242
random,R8,40,JOIH-ALNSLS-noPrune,5,3291.66
random,R8,40,JOIH-ALNSLS-noPrune,6,3223.15
random,R8,40,JOIH-ALNSLS-noPrune,7,3275.71
random,R8,40,JOIH-ALNSLS-noPrune,8,3321.3
random,R8,40,JOIH-ALNSLS-noPrune,9,3276.86
random,R8,40,JOIH-ALNSLS-noPrune,10,3293.63
random,R9,40,JOIH-ALNSLS-noPrune,1,3208.3
random,R9,40,JOIH-ALNSLS-noPrune,2,3207.36
random,R9,40,JOIH-ALNSLS-noPrune,3,3239.81
random,R9,40,JOIH-ALNSLS-noPrune,4,3273.26
random,R9,40,JOIH-ALNSLS-noPrune,5,3342.71
random,R9,40,JOIH-ALNSLS-noPrune,6,3235.24
random,R9,40,JOIH-ALNSLS-noPrune,7,3186.31
random,R9,40,JOIH-ALNSLS-noPrune,8,3294.67
random,R9,40,JOIH-ALNSLS-noPrune,9,3198.81
random,R9,40,JOIH-ALNSLS-noPrune,10,3276.99
random,R10,50,JOIH-ALNSLS-noPrune,1,3255.66
random,R10,50,JOIH-ALNSLS-noPrune,2,3231.32
random,R10,50,JOIH-ALNSLS-noPrune,3,3117.24
random,R10,50,JOIH-ALNSLS-noPrune,4,3150.58
random,R10,50,JOIH-ALNSLS-noPrune,5,3171.95
random,R10,50,JOIH-ALNSLS-noPrune,6,3103.27
random,R10,50,JOIH-ALNSLS-noPrune,7,3248.57
random,R10,50,JOIH-ALNSLS-noPrune,8,3251.94
random,R10,50,JOIH-ALNSLS-noPrune,9,3275.64
random,R10,50,JOIH-ALNSLS-noPrune,10,3245.66
random,R11,50,JOIH-ALNSLS-noPrune,1,3903.82
random,R11,50,JOIH-ALNSLS-noPrune,2,3861.56
random,R11,50,JOIH-ALNSLS-noPrune,3,3870.88
random,R11,50,JOIH-ALNSLS-noPrune,4,3818.12
random,R11,50,JOIH-ALNSLS-noPrune,5,3829.05
random,R11,50,JOIH-ALNSLS-noPrune,6,3877.48
random,R11,50,JOIH-ALNSLS-noPrune,7,3912.7
random,R11,50,JOIH-ALNSLS-noPrune,8,3851.63
random,R11,50,JOIH-ALNSLS-noPrune,9,3929.23
